cosine_sim,skill_overlap_pct,skill_required_matched,skill_required_total,skill_preferred_pct,experience_level_match,exp_delta,rate_in_budget,rate_ratio,language_match,speciality_match,domain_match,has_portfolio,work_exp_count,total_jobs,skill_depth,recency_score,portfolio_relevance,freelancer_id,job_post_id,label
0.6578987308991886,1.0,4.0,4.0,0.0,0.0,-2.0,0.0,2.2552435122644865,0.0,0.0,0.0,1.0,1.0,1.0,0.75,1.0,0.4645958949702728,ff3bb0e9-b5db-4ce2-9d45-3a4e5fa7ede9,d36c78ad-54e9-4323-a8a4-43827552df53,0
0.59058823569113,0.7142857142857143,5.0,7.0,0.0,0.0,-2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.46825112906481314,ff3bb0e9-b5db-4ce2-9d45-3a4e5fa7ede9,87a41a4e-1cb7-4ae4-952a-6965a6c13e48,0
0.5670917583784818,0.5,2.0,4.0,0.0,1.0,0.0,0.0,2.8365840649741783,0.0,0.0,0.0,1.0,1.0,1.0,0.4375,1.0,0.4354932449893465,ff3bb0e9-b5db-4ce2-9d45-3a4e5fa7ede9,24787f7c-7c79-424f-85af-0a627a3a95be,1
0.6551199551399653,1.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,0.4719273351469128,ff3bb0e9-b5db-4ce2-9d45-3a4e5fa7ede9,e6297a49-022e-4eaf-9f21-e3c2fec8dee0,0
0.664163414698721,0.75,3.0,4.0,0.0,0.0,-1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5625,1.0,0.48330861308099127,ff3bb0e9-b5db-4ce2-9d45-3a4e5fa7ede9,c203b870-6c60-421f-a64a-4b5d0ddbf00c,1
0.6117789848872605,1.0,2.0,2.0,0.0,0.0,-2.0,0.0,2.501577287066246,0.0,0.0,1.0,1.0,1.0,1.0,0.625,1.0,0.449790806787854,ff3bb0e9-b5db-4ce2-9d45-3a4e5fa7ede9,950e772c-55a4-4646-8ed7-4ec6bb5308dd,0
0.6169102185694378,0.8571428571428571,6.0,7.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6428571428571429,1.0,0.4458951516252741,ff3bb0e9-b5db-4ce2-9d45-3a4e5fa7ede9,f7fa92d1-5b70-4f0e-afa6-5ec92cce7174,1
0.6268004809295489,0.6666666666666666,4.0,6.0,0.0,0.0,-1.0,0.0,2.4371878601613526,0.0,0.0,0.0,1.0,1.0,1.0,0.5416666666666666,1.0,0.46703521901070844,ff3bb0e9-b5db-4ce2-9d45-3a4e5fa7ede9,6a53e85b-a3ec-44a0-82f2-b0a49a00700e,0
0.6173747033050598,0.125,1.0,8.0,0.0,1.0,0.0,0.0,1.7728770727247685,0.0,0.0,0.0,1.0,1.0,1.0,0.0375,1.0,0.4595847453614967,ff3bb0e9-b5db-4ce2-9d45-3a4e5fa7ede9,b73b7ac7-81ab-4ae2-8414-ef3c3f1f1d56,0
0.6228003928245491,0.0,0.0,6.0,0.5,0.0,-1.0,0.0,1.5197341628765713,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.43506659598685576,ff3bb0e9-b5db-4ce2-9d45-3a4e5fa7ede9,1bbcafd4-6072-4038-a645-3aef590b80e5,0
0.5824447413427909,0.0,0.0,6.0,0.0,0.0,-1.0,0.0,1.5196405534054007,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.43734941671869265,ff3bb0e9-b5db-4ce2-9d45-3a4e5fa7ede9,1ff7b98a-a147-4d9c-b040-65e2d3105b00,0
0.624761928782972,0.0,0.0,8.0,0.25,0.0,-1.0,0.0,1.2363441985812444,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.45658759025650203,ff3bb0e9-b5db-4ce2-9d45-3a4e5fa7ede9,b1d18996-817b-485c-ade4-6fc3d8c5e1f8,0
0.5929635266732525,0.125,1.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.125,1.0,0.4401343639407499,ff3bb0e9-b5db-4ce2-9d45-3a4e5fa7ede9,7254430f-b339-46aa-a8fa-7f9cf783efcf,0
0.633070964175406,0.75,6.0,8.0,0.0,0.0,-1.0,1.0,0.0006631905380665142,0.0,1.0,1.0,1.0,1.0,4.0,0.39375,1.0,0.0,27ba6c85-5d8b-43a5-95e0-9a5ceddf2e51,acb1de1c-3ffa-4138-bfd2-fb82c52985eb,0
0.6615761257947972,0.8333333333333334,5.0,6.0,0.5,1.0,0.0,1.0,0.0006904196973822398,0.0,1.0,1.0,1.0,1.0,4.0,0.43333333333333335,1.0,0.0,27ba6c85-5d8b-43a5-95e0-9a5ceddf2e51,cb6e553f-11bb-479b-b1f5-b303b7de8d7e,1
0.696493163837109,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.000727329845792414,0.0,1.0,1.0,1.0,1.0,4.0,0.3,1.0,0.0,27ba6c85-5d8b-43a5-95e0-9a5ceddf2e51,a29fc00e-d888-42ab-a7a0-0c05d0aac31d,1
0.6550463964492169,0.7777777777777778,7.0,9.0,0.0,0.0,-1.0,1.0,0.0006324728798796422,0.0,1.0,1.0,1.0,1.0,4.0,0.40555555555555556,1.0,0.0,27ba6c85-5d8b-43a5-95e0-9a5ceddf2e51,a0faea2b-deb4-4bf1-881f-b98429f8f4eb,0
0.6411449396770135,0.6,3.0,5.0,0.0,1.0,0.0,1.0,0.0010084017699897108,0.0,1.0,1.0,1.0,1.0,4.0,0.27,1.0,0.0,27ba6c85-5d8b-43a5-95e0-9a5ceddf2e51,c29b3684-d9d6-47a0-8975-0bb3b7486d49,1
0.6755746437617308,0.5,1.0,2.0,0.0,1.0,0.0,1.0,0.002109579272640837,0.0,1.0,1.0,1.0,1.0,4.0,0.15,1.0,0.0,27ba6c85-5d8b-43a5-95e0-9a5ceddf2e51,ba5c7e9c-f00f-4a6c-a038-067258b448e9,1
0.6895811785956161,0.6,3.0,5.0,0.0,1.0,1.0,1.0,0.0005638480733867239,0.0,1.0,1.0,1.0,1.0,4.0,0.26,1.0,0.0,27ba6c85-5d8b-43a5-95e0-9a5ceddf2e51,0e1a240f-ffd7-4414-b0a7-1b7de7e7a1e4,0
0.6892353832333666,0.5714285714285714,4.0,7.0,0.0,0.0,-1.0,1.0,0.0005361637858701125,0.0,1.0,1.0,1.0,1.0,4.0,0.2642857142857143,1.0,0.0,27ba6c85-5d8b-43a5-95e0-9a5ceddf2e51,3e2f62b5-cf28-4599-b9af-210078ec0843,0
0.6222463511509952,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0004312008572731911,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,27ba6c85-5d8b-43a5-95e0-9a5ceddf2e51,eaa1d3d6-1dd2-4ada-99eb-a5e7f34316a7,0
0.63463075126519,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.00021175291649048206,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,27ba6c85-5d8b-43a5-95e0-9a5ceddf2e51,a7b2f2fe-d04c-43c1-960b-b4ae53bae5a7,0
0.6563238925643619,0.125,1.0,8.0,0.5,1.0,0.0,1.0,0.0002251757004761462,0.0,0.0,0.0,1.0,1.0,4.0,0.125,1.0,0.0,27ba6c85-5d8b-43a5-95e0-9a5ceddf2e51,37da22eb-87a6-45a2-8189-ced999c9859d,0
0.6376678864207775,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0003138087642515342,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,27ba6c85-5d8b-43a5-95e0-9a5ceddf2e51,95011fc7-8779-4e1d-8a22-0ca78200bacc,0
0.6268559800616245,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.00046825673659496017,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,27ba6c85-5d8b-43a5-95e0-9a5ceddf2e51,fa3ade36-d834-47a0-b50d-f80a0e9f72ab,0
0.6826541520609231,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.007950877441279793,1.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,d677ef28-61e2-4e41-b777-c268458b72ac,5822f2f4-f3b9-4681-8dbf-f01614642100,0
0.6871316796557773,0.42857142857142855,3.0,7.0,0.0,0.0,-1.0,1.0,0.012708019670225864,1.0,1.0,1.0,0.0,1.0,6.0,0.25,1.0,0.0,d677ef28-61e2-4e41-b777-c268458b72ac,a6625f48-18da-4dc8-a151-9ec2a0f69925,0
0.6665257872994247,0.7142857142857143,5.0,7.0,0.0,0.0,-1.0,1.0,0.015470375631517062,1.0,1.0,1.0,0.0,1.0,6.0,0.4642857142857143,1.0,0.0,d677ef28-61e2-4e41-b777-c268458b72ac,87a41a4e-1cb7-4ae4-952a-6965a6c13e48,0
0.6630679032234306,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.008670203747823032,1.0,1.0,1.0,0.0,1.0,6.0,0.6666666666666666,1.0,0.0,d677ef28-61e2-4e41-b777-c268458b72ac,9c64008b-ce32-4fb7-b8e7-62c8ec658866,1
0.6591958247998216,1.0,4.0,4.0,0.0,1.0,0.0,1.0,0.012656234639514173,1.0,1.0,1.0,0.0,1.0,6.0,0.5625,1.0,0.0,d677ef28-61e2-4e41-b777-c268458b72ac,ecf818df-f939-493d-b1e6-1abeab0f4147,1
0.7002821618528001,0.25,1.0,4.0,0.0,1.0,0.0,1.0,0.007021683090001144,1.0,1.0,1.0,0.0,1.0,6.0,0.125,1.0,0.0,d677ef28-61e2-4e41-b777-c268458b72ac,84fe1bfc-45d9-450c-be52-3ae06d9e7730,0
0.714102022615491,0.6,3.0,5.0,0.0,1.0,0.0,1.0,0.01117310521048162,1.0,1.0,1.0,0.0,1.0,6.0,0.4,1.0,0.0,d677ef28-61e2-4e41-b777-c268458b72ac,c5659efc-4074-43af-b1c3-156dd98ed19c,1
0.6577817008803665,0.5,2.0,4.0,0.0,1.0,0.0,1.0,0.010088972995348602,1.0,1.0,1.0,0.0,1.0,6.0,0.3125,1.0,0.0,d677ef28-61e2-4e41-b777-c268458b72ac,5b4521da-2dcf-4108-9a81-2302b2f25b94,0
0.6812696804499129,0.14285714285714285,1.0,7.0,0.0,1.0,0.0,1.0,0.008342266560178927,1.0,1.0,1.0,0.0,1.0,6.0,0.07142857142857142,1.0,0.0,d677ef28-61e2-4e41-b777-c268458b72ac,06b1f014-ea11-4749-9aa2-ceeb711c36dd,0
0.6673534330456126,0.0,0.0,7.0,0.0,0.0,-1.0,1.0,0.0023635056457304163,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,d677ef28-61e2-4e41-b777-c268458b72ac,d0112731-bf80-4288-a2d5-6ff2fe541937,1
0.6688498259291646,0.0,0.0,6.0,0.2,1.0,0.0,1.0,0.003448490851682772,1.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,d677ef28-61e2-4e41-b777-c268458b72ac,cbafbf3d-cdde-42e1-92e6-38e7f07b9e98,0
0.6388397015599945,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.002445043704205161,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,d677ef28-61e2-4e41-b777-c268458b72ac,dc916204-be43-40a7-9e1f-b2f1c40e2e67,0
0.6649529479799093,0.0,0.0,2.0,0.5,1.0,0.0,1.0,0.0028166301590046156,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,d677ef28-61e2-4e41-b777-c268458b72ac,12bcf5c6-107a-4213-a756-8ba5e04a25b9,0
0.7354794946434493,0.8333333333333334,5.0,6.0,0.0,1.0,0.0,1.0,0.024981160143672253,1.0,1.0,1.0,1.0,1.0,2.0,0.5833333333333334,1.0,0.3867240364811436,93d7cdd9-6e09-403d-94f8-141e196bd172,19cebc2a-167c-479e-8c99-3ee7850dee05,1
0.6689821222941403,0.6666666666666666,6.0,9.0,0.0,0.0,-2.0,1.0,0.013318757924726188,1.0,1.0,1.0,1.0,1.0,2.0,0.39444444444444443,1.0,0.46886713828401666,93d7cdd9-6e09-403d-94f8-141e196bd172,f4f92d49-d91c-4994-bfd4-7b6738c550df,0
0.7103040323687106,0.7142857142857143,5.0,7.0,0.0,1.0,0.0,1.0,0.015878644234388072,1.0,1.0,1.0,1.0,1.0,2.0,0.5071428571428571,1.0,0.4144348280753569,93d7cdd9-6e09-403d-94f8-141e196bd172,2df32065-9466-43ce-be15-03f59a87a4be,1
0.6869542296792126,0.6666666666666666,4.0,6.0,0.0,1.0,0.0,1.0,0.013621687968620753,1.0,1.0,1.0,1.0,1.0,2.0,0.375,1.0,0.37468844446471855,93d7cdd9-6e09-403d-94f8-141e196bd172,fea898cf-ed60-40f1-a02a-51492283de78,1
0.6831959198588432,0.5,2.0,4.0,0.0,0.0,-1.0,1.0,0.021508502283566745,1.0,1.0,1.0,1.0,1.0,2.0,0.375,1.0,0.43646625705752057,93d7cdd9-6e09-403d-94f8-141e196bd172,5b4521da-2dcf-4108-9a81-2302b2f25b94,0
0.698560196287558,0.8571428571428571,6.0,7.0,0.0,0.0,-2.0,1.0,0.03298101895520267,1.0,1.0,1.0,1.0,1.0,2.0,0.5071428571428571,1.0,0.40528847193800194,93d7cdd9-6e09-403d-94f8-141e196bd172,87a41a4e-1cb7-4ae4-952a-6965a6c13e48,0
0.7213450307064971,0.6666666666666666,2.0,3.0,0.0,0.0,-1.0,1.0,0.06580558670740039,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.42145260999889705,93d7cdd9-6e09-403d-94f8-141e196bd172,f332f6d2-67a5-40ad-9593-125d7b0fe693,1
0.626759833107825,1.0,2.0,2.0,0.0,0.0,-1.0,1.0,0.014626710866743643,1.0,1.0,1.0,1.0,1.0,2.0,0.625,1.0,0.42615840248546794,93d7cdd9-6e09-403d-94f8-141e196bd172,adc6c685-bfc6-497c-9bcf-c6511e8e39d8,1
0.6750689151879558,0.125,1.0,8.0,0.0,0.0,-2.0,1.0,0.021193037225850107,1.0,0.0,0.0,1.0,1.0,2.0,0.0375,1.0,0.39636465114495195,93d7cdd9-6e09-403d-94f8-141e196bd172,acb1de1c-3ffa-4138-bfd2-fb82c52985eb,0
0.672798356560989,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.005378003596572826,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.41162379449772146,93d7cdd9-6e09-403d-94f8-141e196bd172,7c4772ad-a401-4b92-bbe3-dba13f61466e,0
0.6795134501889876,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.011467529258485522,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.3950166334262256,93d7cdd9-6e09-403d-94f8-141e196bd172,ec0e78bc-a83f-454c-91fa-6efba372dbc2,0
0.7788158395539692,0.2,1.0,5.0,0.0,0.0,-1.0,1.0,0.04471637293717809,1.0,0.0,0.0,1.0,1.0,2.0,0.06,1.0,0.4127571188707612,93d7cdd9-6e09-403d-94f8-141e196bd172,2e418f52-f579-4cc1-9dbf-9712c3d24e91,0
0.6005797953791461,0.0,0.0,7.0,0.3333333333333333,1.0,0.0,1.0,0.010238401325276316,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.4064373239310982,93d7cdd9-6e09-403d-94f8-141e196bd172,26a353fc-bce5-4edd-982d-a5e8db353822,0
0.6438891493110316,0.25,1.0,4.0,0.0,1.0,0.0,1.0,0.005310518582257435,1.0,0.0,0.0,1.0,1.0,9.0,0.125,1.0,0.4741276289577221,6d979a99-f687-4990-9447-59cf33b6b641,59476e14-8ea1-43e8-9a75-32c77f20b714,0
0.6666480511214393,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.02721972004709488,1.0,1.0,1.0,1.0,1.0,9.0,0.0,1.0,0.47691051431364273,6d979a99-f687-4990-9447-59cf33b6b641,4f76a748-7a37-4bb9-b21f-5b13e7020e62,1
0.6645287677422993,0.5,2.0,4.0,0.0,1.0,0.0,1.0,0.006579838993847072,1.0,1.0,1.0,1.0,1.0,9.0,0.2625,1.0,0.5749175259392009,6d979a99-f687-4990-9447-59cf33b6b641,4777ddae-06f1-47e4-b224-d03b084525a7,0
0.6406929772457066,0.42857142857142855,3.0,7.0,0.0,1.0,1.0,1.0,0.009493763708597185,1.0,0.0,0.0,1.0,1.0,9.0,0.22142857142857145,1.0,0.5063317653014036,6d979a99-f687-4990-9447-59cf33b6b641,e70227ad-9e99-42ff-8e2c-86f35f241184,0
0.6479377781410733,0.5,3.0,6.0,0.0,1.0,1.0,1.0,0.007043343278962818,1.0,1.0,1.0,1.0,1.0,9.0,0.3333333333333333,1.0,0.4949212534045329,6d979a99-f687-4990-9447-59cf33b6b641,273d6768-f1db-4cc0-9541-400987d2cdba,1
0.6734015522039275,0.2,1.0,5.0,0.0,1.0,1.0,1.0,0.00426942051373748,1.0,1.0,1.0,1.0,1.0,9.0,0.06,1.0,0.4817981906592335,6d979a99-f687-4990-9447-59cf33b6b641,d9d5d4a9-0676-473b-a73d-bcd596ef8a18,0
0.6864415290077653,0.5714285714285714,4.0,7.0,0.0,1.0,0.0,1.0,0.004120873291280526,1.0,0.0,0.0,1.0,1.0,9.0,0.32857142857142857,1.0,0.46354845055036514,6d979a99-f687-4990-9447-59cf33b6b641,ac26ce1b-142f-4e39-9055-e717193bd7ed,1
0.661412127206217,0.6666666666666666,2.0,3.0,0.0,1.0,0.0,1.0,0.003711560881447929,1.0,1.0,1.0,1.0,1.0,9.0,0.26666666666666666,1.0,0.4880960047557236,6d979a99-f687-4990-9447-59cf33b6b641,94d977b3-3256-4e01-b317-66a22e71b7dc,1
0.6679841888091017,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.012478420856483168,1.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,0.47529226986712425,6d979a99-f687-4990-9447-59cf33b6b641,0fdd5d54-9f46-43d0-a033-602511d91041,1
0.6765369295224295,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.012589624904378493,1.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,0.47146573102887046,6d979a99-f687-4990-9447-59cf33b6b641,cb6e553f-11bb-479b-b1f5-b303b7de8d7e,0
0.6506579314143579,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0027999627056117483,1.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,0.48767401087430917,6d979a99-f687-4990-9447-59cf33b6b641,d681e789-917a-4e08-9d17-782121a4aaca,0
0.6826557698054244,0.14285714285714285,1.0,7.0,0.2,1.0,1.0,1.0,0.0052611521796846914,1.0,1.0,1.0,1.0,1.0,9.0,0.04285714285714286,1.0,0.4967943796767116,6d979a99-f687-4990-9447-59cf33b6b641,ecf1d698-2e09-4a15-8c02-d2bf52ef8038,0
0.6558836369747785,0.1111111111111111,1.0,9.0,0.0,1.0,1.0,1.0,0.009701656575345203,1.0,1.0,1.0,1.0,1.0,9.0,0.08333333333333333,1.0,0.5126342672325721,6d979a99-f687-4990-9447-59cf33b6b641,c8758af9-a786-4ad8-8d72-6cb6bcef739c,0
0.6797132615275051,0.4,2.0,5.0,0.0,1.0,0.0,1.0,0.000859219350486566,1.0,1.0,1.0,0.0,1.0,3.0,0.25,1.0,0.0,9b8b972e-1b0d-4abd-afdc-dda396011462,9da7913c-5802-4b24-8508-c149c13ce59d,1
0.631131123947922,0.5714285714285714,4.0,7.0,0.0,1.0,1.0,1.0,0.0015238091756020794,1.0,1.0,1.0,0.0,1.0,3.0,0.35714285714285715,1.0,0.0,9b8b972e-1b0d-4abd-afdc-dda396011462,eae935fa-19fe-4d45-b800-cfc201bacd6c,1
0.6445596460520694,0.3333333333333333,1.0,3.0,0.0,1.0,0.0,1.0,0.0012463786557059598,1.0,1.0,1.0,0.0,1.0,3.0,0.3333333333333333,1.0,0.0,9b8b972e-1b0d-4abd-afdc-dda396011462,336a8a68-d92a-4e57-b6e8-f11dbbf745a3,1
0.6513486713757184,0.8,4.0,5.0,0.0,0.0,-1.0,1.0,0.0012230393488171696,1.0,0.0,0.0,0.0,1.0,3.0,0.6,1.0,0.0,9b8b972e-1b0d-4abd-afdc-dda396011462,d71507b8-5998-4a5f-aac9-da5a00edd895,1
0.6845271742552309,0.6666666666666666,2.0,3.0,0.0,1.0,0.0,1.0,0.0008463296096681511,1.0,1.0,1.0,0.0,1.0,3.0,0.5,1.0,0.0,9b8b972e-1b0d-4abd-afdc-dda396011462,94d977b3-3256-4e01-b317-66a22e71b7dc,1
0.6668345122127589,0.7142857142857143,5.0,7.0,0.0,1.0,1.0,1.0,0.0008759769617371902,1.0,1.0,1.0,0.0,1.0,3.0,0.5,1.0,0.0,9b8b972e-1b0d-4abd-afdc-dda396011462,d7fe1f82-8e14-4c90-bf3a-833b769ec73f,1
0.6707915576166186,0.0,0.0,3.0,0.5,0.0,-1.0,1.0,0.006380764289145053,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,9b8b972e-1b0d-4abd-afdc-dda396011462,ffd8a3fc-0553-49cf-8206-30e53b9ce9f8,0
0.6306258554318068,0.5714285714285714,4.0,7.0,0.0,0.0,-1.0,1.0,0.0011163356321510682,1.0,1.0,1.0,0.0,1.0,3.0,0.32142857142857145,1.0,0.0,9b8b972e-1b0d-4abd-afdc-dda396011462,ac97d5df-c731-46a0-81c4-6c34575f7f94,1
